연,월,일,시,분,지역,송출내용
2021,03,25,18,02,중랑구,[중랑구청]3.25.(목) 확진자 4명(1304~1307번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,03,25,18,03,성북구,"[성북구청] 1336~1338번(3명) 확진자 발생. 거주지 등 방역 완료. 관련 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,03,25,18,03,용산구,"[용산구청]코로나 888~889번 확진자(2명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,03,25,18,03,구로구,"[구로구청] 확진자 1명발생, 75세 이상(46년생까지) 코로나19 예방접종신청(3.31까지) 통장이 세대방문하여 동의서 작성 또는 거주지 동주민센터 방문신청"
2021,03,25,18,08,강북구,"[강북구청]확진자4명(822~825번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,25,18,19,동대문구,[동대문구청]1124~1126번 확진자발생 ddm.go.kr 참조하시고 코로나는 완치후에도 후유증이 심각할수 있으니 철저한 방역수칙준수를 통한 예방이 최우선입니다
2021,03,25,18,22,강동구,[강동구청]3. 25.(목) 18시기준 확진자 10명 발생.홈페이지참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다.
2021,03,25,18,38,동작구,"[동작구청]1288~1295번째 확진자(8명)발생(완치자1,192명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,25,18,38,종로구,"[종로구청]75세 이상 백신(화이자) 접종신청 안내. 통장, 공무원이 세대방문하여 동의서 작성 또는 거주지 동주민센터 방문신청. https://lrl.kr/49n"
2021,03,25,18,59,도봉구,[도봉구청] 3.25(목) 코로나19 확진자 발생 없음을 알려 드립니다. 5인 이상 사적모임 금지 등 거리두기 2단계 방역수칙을 꼭 지켜주시기 바랍니다.
2021,03,25,18,59,광진구,"[광진구청] 954~957번 확진자 발생( han.gl/K79LX )가족·친구 간에도 거리두기!한 집에 한 사람 검사받기, 증상 있으면 즉시 검사받기!"
2021,03,26,09,28,도봉구,"[도봉구청] 75세 이상(1946.12.31. 이전출생)어르신 중 백신(화이자) 접종신청을 아직 못하신 분은 동주민센터에 방문, 신청(동의)하여 주시기 바랍니다."
2021,03,26,13,36,구로구,"[구로구청] 3.13~25 구로구 개봉로12길43, 옥(유전)사우나 방문자(이용자)는 가까운 임시선별진료소에서 검사 받으시기 바랍니다(☎860-2012~2015)"
2021,03,26,16,00,성동구,"[성동구청] 819~822번 확진자 발생(30대1명,50대2명,60대1명) 5인이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,03,26,16,43,금천구,"[금천구청]486번째 확진자 발생, 만75세 이상(1946.12.31.이전 출생) 예방접종 신청(~4.6.), 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,03,26,17,31,도봉구,[도봉구청] 3.26(금) 확진자 3명 발생(984번~986번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,03,26,17,35,구로구,"[구로구청]확진자 4명발생, 75세이상 코로나19 예방접종 구로구청 블로그참고 https://blog.naver.com/digital9ro/222288344630"
2021,03,26,17,40,중랑구,[중랑구청]3.26.(금) 확진자 3명(1308~1310번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,03,26,17,44,강서구,[강서구청] 강서구 코로나19 확진자 6명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,03,26,17,53,용산구,"[용산구청]코로나 890~892번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,03,26,17,59,은평구,"[은평구청]확진자 5명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,03,26,18,00,노원구,[노원구청] 3.26(금) 확진자 5명 발생(1416~1420번). 역학조사결과 https://www.nowon.kr/corona19/index.do 참고바랍니다
2021,03,26,18,00,영등포구,[영등포구청] 코로나 확진자 2명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,03,26,18,06,강동구,[강동구청]3. 26.(금) 18시기준 확진자 6명 발생. 홈페이지참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다.
2021,03,26,18,10,동대문구,"[동대문구청]1127~1130번 확진자발생 ddm.go.kr 참조하시고, 봄맞이 각종 모임과 여행은 자제하시고, 환절기 미세먼지는 올바른 마스크착용으로 막아주세요"
2021,03,26,18,13,강북구,"[강북구청]확진자7명(826~832번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,26,18,13,동작구,"[동작구청]1296~1303번째 확진자(8명)발생(완치자1,197명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,26,18,14,광진구,"[광진구청]958~961번 확진자 발생. 상호 공개된 장소 확인 han.gl/K79LX 후 검사바랍니다.한 집에 한 사람 검사받기, 증상 있으면 즉시 검사받기!"
2021,03,26,18,18,양천구,[양천구청] 확진자 7명(1182~1188번) 발생안내. 세부사항 양천구 블로그 참조.blog.naver.com/yangcheon2016/222288430578
2021,03,26,18,24,성북구,"[성북구청] 1339~1344번(6명) 확진자 발생. 거주지 등 방역 완료. 관련 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,03,26,18,26,중구,[중구청] 510~513번째(4명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,03,26,19,55,서초구,[서초구청]3.22(월)~24(수) 10시50분~16시 라크렘드밀트와(남부순환로347길 23) 방문자는 코로나19 검사 받으시기 바랍니다(seocho.go.kr)
2021,03,27,12,56,은평구,"[은평구청]확진자 1명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,03,27,14,10,금천구,"[금천구청]487번째 확진자 발생, 거리두기 2단계 유지(~4.11), 만75세 이상 예방접종 신청(~4.6), 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,03,27,14,48,강서구,[강서구청] 강서구 코로나19 확진자 2명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,03,27,16,08,성동구,"[성동구청] 823~826번 확진자 발생(10대 이하, 30대, 40대, 50대 각 1명) 5인 이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,03,27,16,20,서초구,[서초구청] 3.12(금)~3.26(금) 석우식당(방배천로8길 8) 방문자는 가까운 선별진료소에서 코로나19 검사 받으시기 바랍니다.(seocho.go.kr)
2021,03,27,17,30,도봉구,[도봉구청] 3.27(토) 확진자 1명 발생(987번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,03,27,17,31,성북구,"[성북구청] 1345~1349번(5명) 확진자 발생. 거주지 등 방역 완료. 관련 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,03,27,17,34,동대문구,[동대문구청]1131~1134번 확진자발생 ddm.go.kr 참조하시고 최근 지인을 통한 감염이 지속되고있으니 사적모임은 자제하시고 5인이상 집합금지 당부드립니다
2021,03,27,17,38,구로구,"[구로구청]확진자12명발생, 75세이상 코로나19 예방접종 구로구청 블로그참고 https://blog.naver.com/digital9ro/222288344630"
2021,03,27,17,50,양천구,[양천구청] 확진자 5명(1189~1193번) 발생안내. 세부사항은 양천 블로그 참조.blog.naver.com/yangcheon2016/222289426766
2021,03,27,17,52,강북구,"[강북구청]확진자7명(833~839번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,27,17,54,영등포구,[영등포구청] 코로나 확진자 2명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,03,27,17,59,강남구,[강남구청] 3.20~27 역삼동 소재 ‘제이씨엠스파’(논현로63길16 지하1층) 방문자는 가까운 보건소나 임시선별검사소에서 검체검사 바랍니다.
2021,03,27,18,00,노원구,[노원구청] 3.27(토) 확진자 6명 발생(1421~1426번). 역학조사결과 https://www.nowon.kr/corona19/index.do 참고바랍니다
2021,03,27,18,00,중구,[중구청] 514~515번째(2명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,03,27,18,01,동작구,"[동작구청]1304~1307번째 확진자(4명)발생(완치자1,197명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,27,18,22,용산구,"[용산구청]코로나 893~895번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,03,27,18,51,광진구,"[광진구청]962~966번 확진자 발생. 상호 공개된 장소 확인 han.gl/K79LX 후 검사바랍니다.한 집에 한 사람 검사받기, 증상 있으면 즉시 검사받기!"
2021,03,27,18,55,강동구,[강동구청]3.27(토) 18시 기준 확진자 13명 발생. 홈페이지 참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다
2021,03,27,20,50,중랑구,[중랑구청] 3.27(토) 확진자 5명(1311~1315번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,03,28,14,01,은평구,"[은평구청]확진자 4명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,03,28,16,00,성동구,"[성동구청]827~832번 확진자 발생(20대1명,30대2명,60대2명,70대1명) 5인이상 사적모임 자제부탁드립니다.  c19.sd.go.kr"
2021,03,28,16,10,금천구,"[금천구청]488번째 확진자 발생, 거리두기 2단계 유지(~4.11), 만75세 이상 예방접종 신청(~4.6), 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,03,28,16,17,강남구,[강남구청] 3.20~27 역삼동 소재 ‘제이씨엠스파’(논현로63길16 지하1층) 방문자는 가까운 보건소나 임시선별검사소에서 검체검사 바랍니다.
2021,03,28,16,25,강서구,[강서구청] 강서구 코로나19 확진자 4명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,03,28,17,15,동대문구,[동대문구청]1135~1137번 확진자발생 ddm.go.kr 참조하시고 몸이 조금이라도 이상하면 가족간 대화시에도 필히 마스크를 착용해주시고 신속히 검사받아주세요
2021,03,28,17,16,성북구,"[성북구청] 1350~1357번(8명) 확진자 발생. 거주지 등 방역 완료. 관련 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,03,28,17,23,강북구,"[강북구청]3.22(월)15시~3.23(화)22시 코인박스 코인노래방(솔매로102,소독완료)방문자는 강북보건소(9~12시,13~18시)검사바랍니다901-7704"
2021,03,28,17,28,도봉구,[도봉구청] 3.28(일) 확진자 1명 발생(988번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,03,28,17,29,용산구,"[용산구청] 코로나 896~897번 확진자(2명) 발생. 역학조사중/거리두기, 마스크착용 등 방역수칙 준수바랍니다. blog.naver.com/ysnblog"
2021,03,28,17,41,강북구,"[강북구청]확진자4명(840~843번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,28,17,53,구로구,"[구로구청]확진자 3명발생, 75세이상 코로나19 예방접종 구로구청 블로그참고https://blog.naver.com/digital9ro/222288344630"
2021,03,28,18,00,중구,[중구청] 516번째(1명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,03,28,18,00,노원구,[노원구청] 3.28(일) 확진자 5명 발생(1427~1431번). 역학조사결과 https://www.nowon.kr/corona19/index.do 참고바랍니다
2021,03,28,18,12,동작구,"[동작구청]1308~1311번째 확진자(4명)발생(완치자1,197명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,28,18,23,강동구,[강동구청]3. 28.(일) 18시기준 확진자 9명 발생.홈페이지 참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다.
2021,03,28,18,54,광진구,[광진구청] 967~969번 확진자 및 타지역확진자 동선 알림. 상호 공개된 장소 확인 han.gl/K79LX 후 검사바랍니다.가족·친구 간에도 거리두기!
2021,03,28,19,14,중랑구,[중랑구청] 3.28(일) 확진자 9명(1316~1324번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,03,29,16,24,금천구,"[금천구청]489번째 확진자 발생, 거리두기 2단계(~4.11), 만75세 이상 예방접종 신청(~4.6), 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,03,29,16,31,성동구,"[성동구청] 833~838번 확진자 발생(10대, 20대 각 1명, 40대, 50대 각 2명) 5인 이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,03,29,17,26,강북구,"[강북구청]3.24.(수)~28.(일)옵티멈존PC카페(노해로8길 29 지하1층, 소독완료) 방문자는 강북보건소(9~12,13~18시) 검사바랍니다☎901-7704"
2021,03,29,17,32,구로구,"[구로구청]확진자 8명발생, 75세이상 코로나19 예방접종 구로구청 블로그참고 https://blog.naver.com/digital9ro/222288344630"
2021,03,29,17,43,도봉구,[도봉구청] 3.29(월) 확진자 3명 발생(989번~991번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,03,29,17,53,강북구,"[강북구청]확진자4명(844~847번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,29,17,53,용산구,"[용산구청]코로나 898번 확진자(1명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,03,29,18,00,노원구,[노원구청] 3.29(월) 확진자 3명 발생(1432~1434번). 역학조사결과 https://www.nowon.kr/corona19/index.do 참고바랍니다
2021,03,29,18,00,영등포구,[영등포구청] 코로나 확진자 3명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,03,29,18,01,양천구,[양천구청] 확진자 2명(1194~1195번) 발생안내. 세부사항은 양천 블로그 참조.blog.naver.com/yangcheon2016/222291553487
2021,03,29,18,04,동대문구,[동대문구청]1138~1139번 확진자발생 ddm.go.kr 참조하시고 거리두기2단계및 5인이상 집합금지가 4월11일까지 연장되니 철저한 방역수칙준수 당부드립니다
2021,03,29,18,05,은평구,"[은평구청]확진자 5명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,03,29,18,07,중구,[중구청] 517~520번째(4명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,03,29,18,09,성북구,"[성북구청] 1358~1359번(2명) 확진자 발생. 거주지 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,03,29,18,09,강동구,[강동구청]3. 29.(월) 18시기준 확진자 6명 발생.홈페이지 참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다.
2021,03,29,18,13,강서구,[강서구청] 강서구 코로나19 확진자 9명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,03,29,18,22,동작구,"[동작구청]1312~1319번째 확진자(8명)발생(완치자1,199명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,29,19,05,중랑구,[중랑구청] 3.29(월) 확진자 20명(1325~1344번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다
2021,03,29,19,59,광진구,[광진구청] 970~977번 확진자 발생 및 타지역 확진자 동선 알림. 상호 공개된 장소 확인 han.gl/K79LX 후 검사 바람.한 집에 한 사람 검사받기!
2021,03,30,16,02,성동구,"[성동구청] 839~844번 확진자 발생(20대 1명, 40대 3명, 50대 2명) 5인 이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,03,30,16,45,동작구,"[동작구청]21.3.26.(금)~3.29.(월) 태평백화점(동작구 동작대로115,사당2동 소재) 방문하신 분은 가까운 선별진료소에서 진단검사를 받으시기 바랍니다."
2021,03,30,16,47,금천구,"[금천구청]490번째 확진자 발생, 거리두기 2단계(~4.11), 75세 이상 예방접종 신청(~4.6), 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,03,30,17,18,구로구,"[구로구청]확진자 10명발생, 75세이상 코로나19 예방접종 구로구청블로그참고 https://blog.naver.com/digital9ro/222288344630"
2021,03,30,17,23,강서구,[강서구청] 강서구 코로나19 확진자 5명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,03,30,17,45,도봉구,[도봉구청] 3.30(화) 확진자 5명 발생(992번~996번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,03,30,17,47,성북구,"[성북구청] 1360~1361번(2명) 확진자 발생. 거주지 등 방역 완료. 관련 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,03,30,17,50,은평구,"[은평구청]확진자 11명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지,방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,03,30,17,54,용산구,"[용산구청]코로나 899~904번 확진자(6명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,03,30,17,58,양천구,[양천구청] 확진자 4명(1196~1199번) 발생안내. 세부사항은 양천 블로그 참조.blog.naver.com/yangcheon2016/222292775694
2021,03,30,17,59,강북구,"[강북구청]확진자8명(848~855번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,30,18,00,노원구,[노원구청] 3.30(화) 확진자 2명 발생(1435~1436번). 역학조사결과 https://www.nowon.kr/corona19/index.do 참고바랍니다
2021,03,30,18,01,중구,[중구청] 521~523번째(3명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,03,30,18,04,영등포구,[영등포구청] 코로나 확진자 5명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,03,30,18,10,구로구,"[구로구청]코로나19 확진자 1명 추가발생(1163번), 역학조사 후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2021,03,30,18,11,동대문구,"[동대문구청]1140~1141번 확진자발생, ddm.go.kr 참조하시고, 코로나는 가까운 사이일수록 전파 위험이 높으니 무엇보다 사람간 거리두기가 필수입니다."
2021,03,30,18,22,강동구,[강동구청]3. 30.(화) 18시기준 확진자 4명 발생. 홈페이지참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다.
2021,03,30,18,23,동작구,"[동작구청]1320~1327번째 확진자(8명)발생(완치자1,206명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,30,19,17,중랑구,[중랑구청] 3.30(화) 확진자 11명(1345~1355번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다
2021,03,30,19,36,광진구,[광진구청] 978~986번 확진자 발생 및 타지역 확진자 동선 알림 상호 공개된 장소 확인 han.gl/K79LX 후 검사 바랍니다가족·친구 간에도 거리두기!
2021,03,31,14,59,서대문구,"[서대문구청]코로나19백신접종 미신청 어르신께서는(만75세이상-1946.12.31이전출생) 동 주민센터에 4.6까지 신청하시고, 추후 무료접종 받으시기 바랍니다."
2021,03,31,16,00,성동구,"[성동구청]845~852번 확진자발생(10대이하~20대 2명, 30대~40대 3명, 50대~60대 3명)5인이상 사적모임 자제 부탁드립니다 c19.sd.go.kr"
2021,03,31,16,41,금천구,"[금천구청]491~494번째 확진자(4명) 발생, 코로나19 정보 수신 희망시 문자신청(구 홈페이지), 카카오톡 채널 추가 pf.kakao.com/_hUpLxb"
2021,03,31,17,40,중구,[중구청] 524~526번째(3명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,03,31,17,52,은평구,"[은평구청]확진자 9명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,03,31,17,54,도봉구,[도봉구청] 3.31(수) 확진자 3명 발생(997번~999번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,03,31,18,00,노원구,[노원구청] 3.31(수) 확진자 5명 발생(1437~1441번). 역학조사결과 https://www.nowon.kr/corona19/index.do 참고바랍니다
2021,03,31,18,00,동대문구,"[동대문구청]1142~1146번 확진자발생, ddm.go.kr 참조하시고, 기침, 발열등 의심증상 발현시 코로나검사를 먼저 받아주시고 5인이상집합금지 당부드립니다"
2021,03,31,18,00,영등포구,[영등포구청] 코로나 확진자 2명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,03,31,18,00,동작구,"[동작구청]21.3.26.~3.30. 태평백화점(동작구 동작대로115,사당2동 소재) 방문하신 분은 가까운 선별진료소에서 코로나19 검사 받으시기 바랍니다."
2021,03,31,18,17,동작구,"[동작구청]1328~1337번째 확진자(10명)발생(완치자1206명), 홈페이지및블로그 등 확인해주시기바랍니다. blog.naver.com/dongjaksaran"
2021,03,31,18,18,강남구,[강남구청] 3.20~25 역삼동 ‘씨티에스홀딩스’(선릉로93길50 현석타워 10층) 방문자는 인근 보건소에서 즉시 검체검사 바랍니다(gangnam.go.kr).
2021,03,31,18,19,강남구,[강남구청] 3.26~30 삼성동 유흥주점 ‘장난감’(선릉로92길35 지하1층) 방문자는 인근 보건소에서 즉시 검체검사 바랍니다(gangnam.go.kr).
2021,03,31,18,19,강남구,"[강남구청] 3.22~30 논현동 유흥주점 ‘퓨처스’,‘퓨처스2’(언주로640 지하1층) 방문자는 인근 보건소에서 즉시 검사 바랍니다(gangnam.go.kr)."
2021,03,31,18,20,양천구,[양천구청] 확진자 9명(1200~1208번) 발생안내. 세부사항은 양천 블로그 참조.blog.naver.com/yangcheon2016/222293996667
2021,03,31,18,21,구로구,[구로구청]확진자 3명발생. ※ 4.1부터 코로나19 확진자현황 관련 문자 미송출됨에 따라 구청블로그(홈페이지)참고 blog.naver.com/digital9ro
2021,03,31,18,23,강동구,[강동구청]3. 31.(수) 18시기준 확진자 8명 발생.홈페이지 참고(c19.gd.go.kr). 증상 없어도 한 집에 한사람은 코로나검사를 받아보시기 바랍니다.
2021,03,31,18,29,강북구,"[강북구청]확진자6명(856~861번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다."
2021,03,31,18,30,강서구,[강서구청] 강서구 코로나19 확진자 8명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,03,31,19,19,광진구,"[광진구청]987~991번 확진자·타지역확진자 동선알림. 공개된 장소(00사우나,00라이브카페) 홈페이지 han.gl/K79LX 확인후 동시간대 이용자는 검사바람"
2021,03,31,19,20,중랑구,[중랑구청] 3.31(수) 확진자 10명(1356~1365번) 발생. 확진자 역학조사완료. 홈페이지 blog.naver.com/jung_nang_gu 참조바랍니다
2021,03,31,19,23,중랑구,[중랑구청] 4.1.(목)부터는 코로나19 확진자 발생과 관련된 재난문자는 발송하지 않음을 알려 드립니다.
2021,04,01,09,44,노원구,[노원구청] 75세 이상 어르신 백신접종은 고령자순이며 오늘은 접종예약된분만 가능합니다. 예약안내를 못 받으신분은 추후 동주민센터에서 순차적으로 안내해드리겠습니다
2021,04,01,11,47,강서구,"[강서구청] 서울특별시 강서구 코로나19 예방접종센터 2021. 4. 15.(목) 개소 ((구)염강초등학교: 75세 이상 대상, 사전예약제 운영)"
2021,04,01,12,48,강서구,"[강서구청] 서울특별시 강서구 코로나19 예방접종센터 2021. 4. 15.(목) 개소 예정 (75세 이상 대상, 접종일자 개별 통보 예정)"
2021,04,01,17,08,은평구,[은평구청]3.21(일)~3.29(월) 은평대중목욕탕(응암로22길22-1)방문자는 증상유무와 관계없이 가까운 선별진료소에서 검사를 받으시기 바랍니다
2021,04,01,17,44,강남구,"[강남구청] 3.22~30 논현동 유흥주점 ‘퓨처스’,‘퓨처스2’(언주로640 지하1층) 방문자는 인근 보건소에서 즉시 검사 바랍니다(gangnam.go.kr)."
2021,04,01,17,46,강남구,[강남구청] 3.26~30 삼성동 유흥주점 ‘장난감’(선릉로92길35 지하1층) 방문자는 인근 보건소에서 즉시 검체검사 바랍니다(gangnam.go.kr).
2021,04,01,17,46,강남구,[강남구청] 3.20~25 역삼동 ‘씨티에스홀딩스’(선릉로93길50 현석타워 10층) 방문자는 인근 보건소에서 즉시 검체검사 바랍니다(gangnam.go.kr).
2021,04,01,17,53,강남구,[강남구청] 3.29~30 논현동 ‘수토피아 패밀리클래스’(봉은사로25길5) 방문자는 인근 보건소에서 즉시 검체검사 바랍니다(gangnam.go.kr).
2021,04,01,18,00,노원구,[노원구청] 오늘(4.1.)부터 확진자 발생 안내문자는 행정안전부 지침에 따라 보내지 않게 됨을 양해부탁드리며 앞으로 구홈페이지 코로나19 상황안내를 참고바랍니다
2021,04,01,18,08,동대문구,[동대문구청] 행안부 재난문자 운영기준 강화에따라 금일부터 확진자발생 재난문자는 발송치 않으오니 확진자 발생사항은 구홈페이지및 SNS를 통해 확인해 주시기바랍니다
2021,04,01,18,24,도봉구,[도봉구청] 행정안전부 지침에 따라 오늘(4.1.)부터 확진자 발생 재난문자는 보내지 않게 되오니 확진자 발생 사항은 도봉구 홈페이지를 참고하여 주시기 바랍니다.
2021,04,01,18,48,강동구,"[강동구청]정부방침에 따라 금일부터 확진자 발생 관련정보를 재난문자로 발송하지 않습니다.구민 여러분의 양해를 바라며, 구청 홈페이지 등을 참고해 주시기 바랍니다."
2021,04,01,19,34,중구,[중구청] 행정안전부 재난문자 운영기준 강화에 따라 오늘부터 확진자 발생 안내 재난문자는 발송하지 아니하오니 구청 홈페이지를 참고하시기 바랍니다.
2021,04,02,11,28,광진구,"[광진구청] 3.29.~4.1. 세아(능동로43길27, 지하1층) 방문자는 가까운 선별진료소에서 검사바랍니다. 상세내용 홈페이지 참조( han.gl/K79LX )"
2021,04,02,12,17,송파구,[송파구청]3.26.~27. 방이동 코인노래방 악쓰는 하마(마천로 43) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.(www.songpa.go.kr)
2021,04,02,18,27,광진구,[광진구청] 확진자 관내동선 알림. 상호 공개된장소(00보드카페) 홈페이지 확인( han.gl/K79LX )후 동시간대 이용자는 가까운 선별진료소에서 검사바랍니다
2021,04,02,19,09,중랑구,[중랑구청]행정안전부 지침에 따라 4월1일부터 코로나19 확진자 재난문자가 발송되지 않음을 양해부탁드립니다. 확진자 발생현황은 구홈페이지에서 확인하실 수 있습니다
